,Name,Description,Ingredients,Portions,Likes,Dislikes,Saved,Calories,Protein,Fat,Carbs,Duration,Cuisine,cuisine_encoded,Dietary_Focus,Dish_Type,calories_per_portion,Time_Effort,Ingredients_List,Calories_std,Protein_std,Fat_std,Duration_std,Portions_std,Likes_std,Dislikes_std,Saved_std
5059,Шоколадный пирог тети Петуньи,Рецепт из книги «Волшебная выпечка Гарри Поттера».,"['Пшеничная мука (200 г)', ' Какао-порошок (2 столовая ложка)', ' Разрыхлитель (10 г)', ' Сливочное масло (200 г)', ' Сахар (175 г)', ' Соль (0 щепотка)', ' Куриное яйцо (4 штука)', ' Консервированная вишня (600 г)', ' Шоколадная стружка (100 г)', ' Сахарная пудра (0 по вкусу)', ' Смородина (0 по вкусу)']",8,2,0,29,524.5,8.1,29.4,57.5,80,Авторская кухня,3,High Carbs,baking-desserts,65.56,Time-Consuming,"[""'Пшеничная мука (200 г)'"", "" ' Какао-порошок (2 столовая ложка)'"", "" ' Разрыхлитель (10 г)'"", "" ' Сливочное масло (200 г)'"", "" ' Сахар (175 г)'"", "" ' Соль (0 щепотка)'"", "" ' Куриное яйцо (4 штука)'"", "" ' Консервированная вишня (600 г)'"", "" ' Шоколадная стружка (100 г)'"", "" ' Сахарная пудра (0 по вкусу)'"", "" ' Смородина (0 по вкусу)'""]",0.1963601125353217,-0.611556887555652,0.1273707332954559,0.3006437108464582,0.6307264151601841,-0.2960441655856218,-0.3321256504607122,-0.457303679188895
5060,Коктейль Licorne lavande,"Интерпретация джин-тоника с подключением лаванды. Лаванда есть и в украшении, и в сиропе, который мы используем. Мы сироп покупаем, но если вы хотите сварить его дома, следуйте схеме: 700 мл воды, букетик лаванды грамм на 100, 1 кг сахара.
Рецептом с нами поделился Андрей Осипов — шеф-бармен Pioner Cafe (Ялта).","['Лавандовый сироп (30 мл)', ' Джин (50 мл)', ' Сок лайма (25 мл)', ' Ликер «Трипл сек» (20 мл)', ' Тоник (50 мл)']",1,3,0,29,274.8,0.1,0.0,34.3,10,Авторская кухня,3,Low Calorie,drinks,274.8,Express,"[""'Лавандовый сироп (30 мл)'"", "" ' Джин (50 мл)'"", "" ' Сок лайма (25 мл)'"", "" ' Ликер «Трипл сек» (20 мл)'"", "" ' Тоник (50 мл)'""]",-0.7291685120811364,-1.03089972826157,-1.1291657156623065,-0.6295945726600185,-1.173263494998061,-0.2875219170383441,-0.3321256504607122,-0.457303679188895
5061,Домашняя паста чикателли с крабом и томатно-сливочным соусом,"Рецептом с нами поделился итальянский бренд-шеф ресторанов Арама Мнацаканова Антонио Фреза, так он готовит чикателли в ресторане Jérôme.","['Мясо краба (250 г)', ' Помидоры в собственном соку (375 г)', ' Сливки 33%-ные (75 мл)', ' Петрушка (10 веточка)', ' Чеснок (5 зубчик)', ' Перец чили (5 г)', ' Белое вино (50 мл)', ' Сливочное масло (75 г)', ' Мука семола (500 г)', ' Яичный желток (8 штука)', ' Вода (150 мл)']",5,0,1,29,674.5,21.5,25.8,82.7,60,Итальянская кухня,32,High Carbs,pasta-pizza,134.9,Standard,"[""'Мясо краба (250 г)'"", "" ' Помидоры в собственном соку (375 г)'"", "" ' Сливки 33%-ные (75 мл)'"", "" ' Петрушка (10 веточка)'"", "" ' Чеснок (5 зубчик)'"", "" ' Перец чили (5 г)'"", "" ' Белое вино (50 мл)'"", "" ' Сливочное масло (75 г)'"", "" ' Мука семола (500 г)'"", "" ' Яичный желток (8 штука)'"", "" ' Вода (150 мл)'""]",0.7523444685323931,0.0908423706267609,-0.026490872699372,0.034861344130322,-0.142412117764778,-0.3130886626801771,-0.2614711414597736,-0.457303679188895
5062,Шнельклопс,Рецепт взят из книги «Смоленская кулинария».,"['Свиная вырезка (300 г)', ' Соль (6 г)', ' Молотый черный перец (4 г)', ' Сливочное масло (40 г)', ' Растительное масло (20 мл)', ' Репчатый лук (120 г)', ' Сметана (100 г)', ' Куриный бульон (140 мл)', ' Петрушка (8 г)']",4,3,0,29,287.0,16.5,22.5,4.6,40,Русская кухня,63,Low Calorie,main-courses,71.75,Standard,"[""'Свиная вырезка (300 г)'"", "" ' Соль (6 г)'"", "" ' Молотый черный перец (4 г)'"", "" ' Сливочное масло (40 г)'"", "" ' Растительное масло (20 мл)'"", "" ' Репчатый лук (120 г)'"", "" ' Сметана (100 г)'"", "" ' Куриный бульон (140 мл)'"", "" ' Петрушка (8 г)'""]",-0.683948451126708,-0.1712469048144378,-0.1675306781946311,-0.2309210225858142,-0.4001249620730987,-0.2875219170383441,-0.3321256504607122,-0.457303679188895
5063,Медовик со сметаной и вафельной крошкой,"Рецепт от Лучано Казале, шеф-повара ресторана Salumeria.
В меню Salumeria медовик — не только дань уважения русской кухне, сам шеф его просто обожает. Вообще, вкусовое сочетание медовых коржей со сметаной он считает не менее великим, чем дуэт маскарпоне и савоярди в тирамису.","['Куриное яйцо (3 штука)', ' Сахар (700 г)', ' Мед (20 г)', ' Пшеничная мука (500 г)', ' Сливочное масло (30 г)', ' Сода (18 г)', ' Уксус (9 мл)', ' Сметана 20%-ная (700 г)', ' Вафли (150 г)']",6,3,1,29,1172.5,15.6,32.4,205.7,150,Итальянская кухня,32,High Carbs,baking-desserts,195.42,Time-Consuming,"[""'Куриное яйцо (3 штука)'"", "" ' Сахар (700 г)'"", "" ' Мед (20 г)'"", "" ' Пшеничная мука (500 г)'"", "" ' Сливочное масло (30 г)'"", "" ' Сода (18 г)'"", "" ' Уксус (9 мл)'"", "" ' Сметана 20%-ная (700 г)'"", "" ' Вафли (150 г)'""]",2.5982125304426704,-0.2184229743938537,0.2555887382911459,1.230881994352935,0.1153007265435427,-0.2875219170383441,-0.2614711414597736,-0.457303679188895
5064,Спагетти алла четарезе,Рецепт Массимо Боттуры из книги «Шефы дома».,"['Анчоусы (30 г)', ' Кедровые орехи (100 г)', ' Каперсы (65 г)', ' Чеснок (1 зубчик)', ' Оливковое масло (4 чайная ложка)', ' Петрушка (100 г)', ' Спагетти (360 г)', ' Рыбный бульон (800 мл)', ' Соль (0 по вкусу)']",4,1,0,29,600.4,16.8,25.6,74.4,45,Итальянская кухня,32,High Carbs,pasta-pizza,150.1,Standard,"[""'Анчоусы (30 г)'"", "" ' Кедровые орехи (100 г)'"", "" ' Каперсы (65 г)'"", "" ' Чеснок (1 зубчик)'"", "" ' Оливковое масло (4 чайная ложка)'"", "" ' Петрушка (100 г)'"", "" ' Спагетти (360 г)'"", "" ' Рыбный бульон (800 мл)'"", "" ' Соль (0 по вкусу)'""]",0.4776881966698398,-0.1555215482879659,-0.0350387396990847,-0.1644754309067801,-0.4001249620730987,-0.3045664141328994,-0.3321256504607122,-0.457303679188895
5065,Чапли-кебаб,"Рецепт взят из книги «Самарканд. Рецепты и истории Средней Азии и Кавказа» Кэролайн Иден и Элиноры Форд. «Эти афганские пряные котлеты из говядины получили свое название благодаря плоской форме («чапли» значит «сандалии»). Они хорошо поджаренные снаружи, восхитительно сочные внутри и дополнены напоминающими драгоценные камни зернами граната».","['Говяжий фарш (800 г)', ' Чеснок (3 зубчик)', ' Имбирь (1 кусок)', ' Зеленый перец чили  (3 штука)', ' Кинза (1 пучок)', ' Репчатый лук (2 головка)', ' Молотый кориандр  (2 столовая ложка)', ' Молотый кумин (зира)  (2 чайная ложка)', ' Гарам-масала (2 чайная ложка)', ' Морская соль (2 чайная ложка)', ' Гранаты (2 штука)', ' Подсолнечное масло (0 по вкусу)', ' Помидоры (6 штука)', ' Листья кинзы (кориандра) (20 г)', ' Листья мяты (0 по вкусу)', ' Сахар (1 чайная ложка)', ' Лимон (0.5 штука)']",6,4,0,29,484.6,27.0,28.0,32.9,40,Афганская кухня,9,Balanced,main-courses,80.77,Standard,"[""'Говяжий фарш (800 г)'"", "" ' Чеснок (3 зубчик)'"", "" ' Имбирь (1 кусок)'"", "" ' Зеленый перец чили  (3 штука)'"", "" ' Кинза (1 пучок)'"", "" ' Репчатый лук (2 головка)'"", "" ' Молотый кориандр  (2 столовая ложка)'"", "" ' Молотый кумин (зира)  (2 чайная ложка)'"", "" ' Гарам-масала (2 чайная ложка)'"", "" ' Морская соль (2 чайная ложка)'"", "" ' Гранаты (2 штука)'"", "" ' Подсолнечное масло (0 по вкусу)'"", "" ' Помидоры (6 штука)'"", "" ' Листья кинзы (кориандра) (20 г)'"", "" ' Листья мяты (0 по вкусу)'"", "" ' Сахар (1 чайная ложка)'"", "" ' Лимон (0.5 штука)'""]",0.0484682738401008,0.3791405736120796,0.0675356642974672,-0.2309210225858142,0.1153007265435427,-0.2789996684910664,-0.3321256504607122,-0.457303679188895
5066,Запеченный баклажан,Так готовят баклажан в московском ресторане «Северяне».,"['Баклажаны (4 штука)', ' Зерна граната (20 г)', ' Кервель (0 по вкусу)', ' Сливочное масло (0 по вкусу)', ' Тимьян (1 веточка)', ' Розмарин (1 веточка)', ' Чеснок (90 г)', ' Кинза (5 г)', ' Петрушка (5 г)', ' Рафинированное оливковое масло (30 мл)', ' Подсолнечное масло (25 мл)', ' Морская соль (7 г)', ' Сливки 33%-ные (50 мл)', ' Молоко (50 мл)', ' Сладкий перец (120 г)', ' Уксус (1 мл)', ' Оливковое масло (10 мл)', ' Сметана 23%-ная (90 г)', ' Мед (20 г)', ' Соус кимчи (18 г)', ' Зернистая горчица (15 г)', ' Соевый соус (10 мл)']",4,1,0,29,371.0,6.7,27.3,25.2,80,Неизвестно,52,Balanced,appetizers,92.75,Time-Consuming,"[""'Баклажаны (4 штука)'"", "" ' Зерна граната (20 г)'"", "" ' Кервель (0 по вкусу)'"", "" ' Сливочное масло (0 по вкусу)'"", "" ' Тимьян (1 веточка)'"", "" ' Розмарин (1 веточка)'"", "" ' Чеснок (90 г)'"", "" ' Кинза (5 г)'"", "" ' Петрушка (5 г)'"", "" ' Рафинированное оливковое масло (30 мл)'"", "" ' Подсолнечное масло (25 мл)'"", "" ' Морская соль (7 г)'"", "" ' Сливки 33%-ные (50 мл)'"", "" ' Молоко (50 мл)'"", "" ' Сладкий перец (120 г)'"", "" ' Уксус (1 мл)'"", "" ' Оливковое масло (10 мл)'"", "" ' Сметана 23%-ная (90 г)'"", "" ' Мед (20 г)'"", "" ' Соус кимчи (18 г)'"", "" ' Зернистая горчица (15 г)'"", "" ' Соевый соус (10 мл)'""]",-0.372597211768348,-0.6849418846791876,0.0376181297984729,0.3006437108464582,-0.4001249620730987,-0.3045664141328994,-0.3321256504607122,-0.457303679188895
5067,Онглеты с шалотом конфи,"Почистить и нарезать лук-шалот. 
 Растопить на сковороде сливочное масло, положить лук-шалот, посолить и поперчить.  Готовить лук на среднем огне 10 минут, постоянно помешивая","['Толстый говяжий край (6 кусок)', ' Зеленая спаржа (18 стебель)', ' Бекон (18 кусок)', ' Лук-шалот (600 г)', ' Красное вино (100 мл)', ' Сливочное масло (80 г)', ' Соль (0 по вкусу)', ' Свежемолотый черный перец (0 по вкусу)']",8,2,0,29,1159.0,95.6,79.4,14.6,25,Неизвестно,52,High Protein,main-courses,144.88,Standard,"[""'Толстый говяжий край (6 кусок)'"", "" ' Зеленая спаржа (18 стебель)'"", "" ' Бекон (18 кусок)'"", "" ' Лук-шалот (600 г)'"", "" ' Красное вино (100 мл)'"", "" ' Сливочное масло (80 г)'"", "" ' Соль (0 по вкусу)'"", "" ' Свежемолотый черный перец (0 по вкусу)'""]",2.548173938402934,3.975005432665328,2.264337483223623,-0.4302577976229164,0.6307264151601841,-0.2960441655856218,-0.3321256504607122,-0.457303679188895
5068,Тушеный салат романо с копченым беконом и зеленым горошком,"Этот рецепт взят из книги Джоша Эгглтона «Англия, Англия. Гастрономическое путешествие», вышедшей в этом году на русском языке.","['Салат романо (4 штука)', ' Зеленый горошек (200 г)', ' Бекон (4 кусок)', ' Лук-шалот (1 головка)', ' Сливочное масло (50 г)', ' Тимьян (1 стебель)', ' Белое сухое вино (50 мл)', ' Сливки 33%-ные (150 мл)', ' Петрушка (15 г)', ' Молотый черный перец (0 по вкусу)', ' Соль (0 по вкусу)']",4,2,0,29,343.2,7.3,29.6,10.3,20,Европейская кухня,26,High Fat,salads,85.8,Express,"[""'Салат романо (4 штука)'"", "" ' Зеленый горошек (200 г)'"", "" ' Бекон (4 кусок)'"", "" ' Лук-шалот (1 головка)'"", "" ' Сливочное масло (50 г)'"", "" ' Тимьян (1 стебель)'"", "" ' Белое сухое вино (50 мл)'"", "" ' Сливки 33%-ные (150 мл)'"", "" ' Петрушка (15 г)'"", "" ' Молотый черный перец (0 по вкусу)'"", "" ' Соль (0 по вкусу)'""]",-0.475639645746472,-0.6534911716262437,0.1359186002951686,-0.4967033893019504,-0.4001249620730987,-0.2960441655856218,-0.3321256504607122,-0.457303679188895
5069,Фальшивое картофельное пюре,Рецепт из книги «Nigelissima» Найджеллы Лоусон,"['Цельное молоко (1 л)', ' Сливочное масло (15 г)', ' Морская соль (0 по вкусу)', ' Мускатный орех (0 по вкусу)', ' Манная крупа (250 г)', ' Тертый сыр пармезан  (75 г)', ' Молотый черный перец (0 по вкусу)']",6,1,1,29,272.8,13.9,7.6,38.6,15,Европейская кухня,26,Low Calorie,appetizers,45.47,Express,"[""'Цельное молоко (1 л)'"", "" ' Сливочное масло (15 г)'"", "" ' Морская соль (0 по вкусу)'"", "" ' Мускатный орех (0 по вкусу)'"", "" ' Манная крупа (250 г)'"", "" ' Тертый сыр пармезан  (75 г)'"", "" ' Молотый черный перец (0 по вкусу)'""]",-0.7365816368277641,-0.3075333280438612,-0.804346769673225,-0.5631489809809845,0.1153007265435427,-0.3045664141328994,-0.2614711414597736,-0.457303679188895
5070,Коктейль «Старый приятель» (Old Pal),"В книге 1922 года «ABC of Mixing Cocktails», где впервые появился рецепт «Старого приятеля», утверждается, что придумал его Спарроу Робертсон, спортивный редактор газеты New York Herald. В первоначальной версии фигурировал ржаной виски. ","['Бурбон (40 мл)', ' Белый вермут  (20 мл)', ' Горький вермут  (20 мл)', ' Сахарный сироп (3 мл)', ' Оранж биттер (2 мл)', ' Цедра апельсина (0 по вкусу)']",1,2,0,29,170.8,0.0,0.0,9.8,3,Европейская кухня,26,Low Calorie,drinks,170.8,Express,"[""'Бурбон (40 мл)'"", "" ' Белый вермут  (20 мл)'"", "" ' Горький вермут  (20 мл)'"", "" ' Сахарный сироп (3 мл)'"", "" ' Оранж биттер (2 мл)'"", "" ' Цедра апельсина (0 по вкусу)'""]",-1.114650998905773,-1.036141513770394,-1.1291657156623065,-0.7226184010106662,-1.173263494998061,-0.2960441655856218,-0.3321256504607122,-0.457303679188895
5071,Коктейль «Физ «Утренняя слава» (Mai TaiMorning Glory Fizz),"Не все ясно с этим коктейлем: кто-то говорит, что, несмотря на одинаковые названия и схожие ингредиенты, к классической «Утренней славе» он отношения не имеет, а время изобретения колеблется от конца XIX века до 1930-х годов. Точно верно в отношении него следующее: утром он отлично проясняет сознание.","['Односолодовый виски (20 мл)', ' Сок лайма (20 мл)', ' Сахарный сироп (20 мл)', ' Абсент (1 чайная ложка)', ' Куриное яйцо (1 штука)', ' Содовая вода  (40 мл)', ' Лимонная цедра (0 по вкусу)']",1,1,0,29,220.3,7.7,6.5,17.1,7,Европейская кухня,26,Low Calorie,drinks,220.3,Express,"[""'Односолодовый виски (20 мл)'"", "" ' Сок лайма (20 мл)'"", "" ' Сахарный сироп (20 мл)'"", "" ' Абсент (1 чайная ложка)'"", "" ' Куриное яйцо (1 штука)'"", "" ' Содовая вода  (40 мл)'"", "" ' Лимонная цедра (0 по вкусу)'""]",-0.9311761614267392,-0.6325240295909479,-0.8513600381716446,-0.669461927667439,-1.173263494998061,-0.3045664141328994,-0.3321256504607122,-0.457303679188895
5072,Гренки с сыром,"Хлеб нужно брать несвежий — а если с утра удалось найти в булочной свежеиспеченный, его нужно открыть и оставить подсохнуть.  После этой процедуры нарезать батон на квадраты со стороной три сантиметра.  Каждый кусочек намазать небольшим количеством сливочного масла и накрыть ломтиком сыра","['Батон (1 штука)', ' Российский сыр (300 г)', ' Сливочное масло (50 г)', ' Тмин (0 щепотка)']",4,4,0,102,696.0,27.5,36.1,63.9,30,Американская кухня,5,High Carbs,appetizers,174.0,Standard,"[""'Батон (1 штука)'"", "" ' Российский сыр (300 г)'"", "" ' Сливочное масло (50 г)'"", "" ' Тмин (0 щепотка)'""]",0.8320355595586401,0.4053495011561995,0.4137242777858304,-0.3638122059438823,-0.4001249620730987,-0.2789996684910664,-0.3321256504607122,-0.4081437242550922
5073,Салат из свеклы с анчоусами и сыром,"Вареную свеклу настрогать тонкими ломтиками.  Любимый сорт майонеза смешать венчиком с соусом табаско, соком половины лимона, анчоусами и тертым пармезаном.  Салат «Айсберг» нарвать руками на крупные хлопья","['Свекла (1 кг)', ' Сыр пармезан (50 г)', ' Салат айсберг (1 штука)', ' Анчоусы (20 г)', ' Кедровые орехи (50 г)', ' TABASCO® (1 чайная ложка)', ' Майонез (100 г)', ' Лимон (0.5 штука)']",6,7,0,107,266.4,7.8,18.6,17.8,10,Неизвестно,52,Low Calorie,salads,44.4,Express,"[""'Свекла (1 кг)'"", "" ' Сыр пармезан (50 г)'"", "" ' Салат айсберг (1 штука)'"", "" ' Анчоусы (20 г)'"", "" ' Кедровые орехи (50 г)'"", "" ' TABASCO® (1 чайная ложка)'"", "" ' Майонез (100 г)'"", "" ' Лимон (0.5 штука)'""]",-0.7603036360169726,-0.6272822440821239,-0.3342140846890281,-0.6295945726600185,0.1153007265435427,-0.2534329228492334,-0.3321256504607122,-0.4047766040541468
5074,Суп-крем из спаржи,Срезать макушки у побегов зеленой спаржи.  Они пригодятся для гарнира.  Остальные побеги очистить от кожицы и нарезать на сегменты по одному сантиметру,"['Зеленая спаржа (500 г)', ' Белый лук (1 головка)', ' Сливочное масло (50 г)', ' Куриный бульон (1 л)', ' Сливки 35%-ные (100 мл)', ' Лимон (0.5 штука)', ' Соль (0 по вкусу)', ' Молотый черный перец (0 по вкусу)']",4,4,0,117,255.6,8.6,20.5,8.9,30,Французская кухня,80,Low Calorie,soups,63.9,Standard,"[""'Зеленая спаржа (500 г)'"", "" ' Белый лук (1 головка)'"", "" ' Сливочное масло (50 г)'"", "" ' Куриный бульон (1 л)'"", "" ' Сливки 35%-ные (100 мл)'"", "" ' Лимон (0.5 штука)'"", "" ' Соль (0 по вкусу)'"", "" ' Молотый черный перец (0 по вкусу)'""]",-0.8003345096487616,-0.585347960011532,-0.2530093481917578,-0.3638122059438823,-0.4001249620730987,-0.2789996684910664,-0.3321256504607122,-0.398042363652256
5075,Веганский салат «Мимоза»,"Половину твердого тофу откинуть в дуршлаг, чтобы избавиться от излишков жидкости.  Затем натереть его на мелкой терке, смешать с порошком куркумы и перемешивать, пока тофу не станет однородного желтого цвета.  Распределить его по большой тарелке и оставить подсыхать","['Отварная морковь (400 г)', ' Твердый тофу (260 г)', ' Веганский майонез (150 г)', ' Лук-шалот (250 г)', ' Кокосовое масло (15 мл)', ' Куркума (0 по вкусу)', ' Зелень (2 пучок)', ' Соль (0 по вкусу)', ' Молотый черный перец (0 по вкусу)']",2,2,0,27,739.6,18.4,57.2,40.4,40,Русская кухня,63,High Fat,salads,369.8,Standard,"[""'Отварная морковь (400 г)'"", "" ' Твердый тофу (260 г)'"", "" ' Веганский майонез (150 г)'"", "" ' Лук-шалот (250 г)'"", "" ' Кокосовое масло (15 мл)'"", "" ' Куркума (0 по вкусу)'"", "" ' Зелень (2 пучок)'"", "" ' Соль (0 по вкусу)'"", "" ' Молотый черный перец (0 по вкусу)'""]",0.9936416790351222,-0.0716529801467824,1.315524246255517,-0.2309210225858142,-0.9155506506897402,-0.2960441655856218,-0.3321256504607122,-0.4586505272692732
5076,Нутовый креп с зелеными овощами и сметаной из кешью,Рецептом с нами поделился веган-шеф Perelman People Кирилл Губин.,"['Нутовая мука (180 г)', ' Вода (480 мл)', ' Оливковое масло (60 мл)', ' Кинза (20 г)', ' Соль (16 г)', ' Шпинат (40 г)', ' Кешью (280 г)', ' Вяленые помидоры (120 г)', ' Базилик (12 г)', ' Лук-порей (80 г)', ' Стручковый зеленый горошек  (80 г)', ' Кенийская фасоль (80 г)', ' Авокадо (2 штука)', ' Молотый черный перец (0 по вкусу)']",6,2,0,27,621.2,20.5,42.2,39.4,40,Авторская кухня,3,Balanced,breakfasts,103.53,Standard,"[""'Нутовая мука (180 г)'"", "" ' Вода (480 мл)'"", "" ' Оливковое масло (60 мл)'"", "" ' Кинза (20 г)'"", "" ' Соль (16 г)'"", "" ' Шпинат (40 г)'"", "" ' Кешью (280 г)'"", "" ' Вяленые помидоры (120 г)'"", "" ' Базилик (12 г)'"", "" ' Лук-порей (80 г)'"", "" ' Стручковый зеленый горошек  (80 г)'"", "" ' Кенийская фасоль (80 г)'"", "" ' Авокадо (2 штука)'"", "" ' Молотый черный перец (0 по вкусу)'""]",0.5547846940347673,0.0384245155385211,0.6744342212770669,-0.2309210225858142,0.1153007265435427,-0.2960441655856218,-0.3321256504607122,-0.4586505272692732
5077,Свекольник с ледяной черной смородиной,"Секрет этого рецепта прост, как все гениальное: вместо колотого льда, который часто добавляют в холодные супы, можно кинуть в гущу свекольника горсть заморженных ягод черной смородины, получив одним махом нужный температурный режим, фруктовый привкус и красивую подачу, хоть сейчас в инстаграм. В остальном рецепт Евгения Кузнецова, шеф-повара ресторана «Сибирьсибирь», не рушит никаких канонов, но и в тривиальности его не упрекнешь: в свекольный отвар кубиком нарезаются говяжий язык и картофель, а украшается суп перепелиными яйцами.","['Запеченная свекла (200 г)', ' Картофель запеченный   (50 г)', ' Вареный говяжий язык (60 г)', ' Редис (30 г)', ' Огурцы (40 г)', ' Салат айсберг (30 г)', ' Перепелиное яйцо (4 штука)', ' Минеральная вода с газом (300 мл)', ' Яблочный уксус (25 г)', ' Замороженная черная смородина (60 г)', ' Зеленый лук (10 г)', ' Укроп (10 г)', ' Соль (0 по вкусу)', ' Сахар (0 по вкусу)', ' Молотый черный перец (0 по вкусу)', ' Сметана (0 по вкусу)']",2,2,0,27,187.7,12.7,7.4,18.4,50,Русская кухня,63,Low Calorie,soups,93.85,Standard,"[""'Запеченная свекла (200 г)'"", "" ' Картофель запеченный   (50 г)'"", "" ' Вареный говяжий язык (60 г)'"", "" ' Редис (30 г)'"", "" ' Огурцы (40 г)'"", "" ' Салат айсберг (30 г)'"", "" ' Перепелиное яйцо (4 штука)'"", "" ' Минеральная вода с газом (300 мл)'"", "" ' Яблочный уксус (25 г)'"", "" ' Замороженная черная смородина (60 г)'"", "" ' Зеленый лук (10 г)'"", "" ' Укроп (10 г)'"", "" ' Соль (0 по вкусу)'"", "" ' Сахар (0 по вкусу)'"", "" ' Молотый черный перец (0 по вкусу)'"", "" ' Сметана (0 по вкусу)'""]",-1.0520100947967694,-0.370434754149749,-0.8128946366729375,-0.0980298392277461,-0.9155506506897402,-0.2960441655856218,-0.3321256504607122,-0.4586505272692732
5078,Морковный десерт с ягодами,"Рецептом с нами поделился Виктор Титов, шеф-повар ресторана «Фаренгейт».","['Морковь (500 г)', ' Миндальная мука (500 г)', ' Куриное яйцо (2 штука)', ' Сыр филадельфия (500 г)', ' Сметана 15%-ная (500 г)', ' Сливки 33%-ные (500 мл)', ' Облепиха (0 по вкусу)', ' Малина (0 по вкусу)', ' Голубика (0 по вкусу)', ' Листья мяты (0 по вкусу)', ' Сахарная пудра (150 г)', ' Сахар (50 г)', ' Соль (2 г)']",7,1,0,27,1111.9,28.8,92.3,50.1,60,Неизвестно,52,High Fat,baking-desserts,158.84,Standard,"[""'Морковь (500 г)'"", "" ' Миндальная мука (500 г)'"", "" ' Куриное яйцо (2 штука)'"", "" ' Сыр филадельфия (500 г)'"", "" ' Сметана 15%-ная (500 г)'"", "" ' Сливки 33%-ные (500 мл)'"", "" ' Облепиха (0 по вкусу)'"", "" ' Малина (0 по вкусу)'"", "" ' Голубика (0 по вкусу)'"", "" ' Листья мяты (0 по вкусу)'"", "" ' Сахарная пудра (150 г)'"", "" ' Сахар (50 г)'"", "" ' Соль (2 г)'""]",2.373594850619854,0.4734927127709112,2.81567490470509,0.034861344130322,0.3730135708518634,-0.3045664141328994,-0.3321256504607122,-0.4586505272692732
5079,Томатный суп с киноа и авокадо,Рецепт от шеф-повара кафе Now Сергея Беседина.,"['Помидоры в собственном соку (500 г)', ' Лук-шалот (80 г)', ' Морковь (80 г)', ' Стебель сельдерея (6 г)', ' Чеснок (6 г)', ' Зеленый базилик  (6 г)', ' Оливковое масло (20 мл)', ' Вода (60 мл)', ' Соль (0 по вкусу)', ' Сахар (0 по вкусу)', ' Киноа (40 г)', ' Мякоть авокадо (40 г)', ' Оливковое масло с травами (10 мл)', ' Зелень (0 по вкусу)', ' Молотый черный перец (0 по вкусу)']",2,2,0,27,347.4,8.0,20.6,32.8,40,Авторская кухня,3,High Carbs,soups,173.7,Standard,"[""'Помидоры в собственном соку (500 г)'"", "" ' Лук-шалот (80 г)'"", "" ' Морковь (80 г)'"", "" ' Стебель сельдерея (6 г)'"", "" ' Чеснок (6 г)'"", "" ' Зеленый базилик  (6 г)'"", "" ' Оливковое масло (20 мл)'"", "" ' Вода (60 мл)'"", "" ' Соль (0 по вкусу)'"", "" ' Сахар (0 по вкусу)'"", "" ' Киноа (40 г)'"", "" ' Мякоть авокадо (40 г)'"", "" ' Оливковое масло с травами (10 мл)'"", "" ' Зелень (0 по вкусу)'"", "" ' Молотый черный перец (0 по вкусу)'""]",-0.460072083778554,-0.6167986730644759,-0.2487354146919014,-0.2309210225858142,-0.9155506506897402,-0.2960441655856218,-0.3321256504607122,-0.4586505272692732
5080,Салат из шпината с креветками,Рецепт шеф-повара Kuznya House Руслана Закирова.,"['Авокадо (1 штука)', ' Шпинат мини (30 г)', ' Креветки (8 штука)', ' Шампиньоны (50 г)', ' Вешенки (50 г)', ' Сливочное масло (10 г)', ' Оливковое масло (10 мл)', ' Петрушка (3 г)', ' Кунжут (4 г)', ' Репчатый лук (56 г)', ' Дайкон (144 г)', ' Подсолнечное масло (139 мл)', ' Соевый соус (167 мл)', ' Соус мицукан (139 мл)', ' Сахар (139 г)', ' Имбирь (33 г)', ' Чеснок (28 г)', ' Горчица (28 г)']",2,2,0,27,1354.0,30.4,90.0,105.0,15,Паназиатская кухня,57,High Carbs,salads,677.0,Express,"[""'Авокадо (1 штука)'"", "" ' Шпинат мини (30 г)'"", "" ' Креветки (8 штука)'"", "" ' Шампиньоны (50 г)'"", "" ' Вешенки (50 г)'"", "" ' Сливочное масло (10 г)'"", "" ' Оливковое масло (10 мл)'"", "" ' Петрушка (3 г)'"", "" ' Кунжут (4 г)'"", "" ' Репчатый лук (56 г)'"", "" ' Дайкон (144 г)'"", "" ' Подсолнечное масло (139 мл)'"", "" ' Соевый соус (167 мл)'"", "" ' Соус мицукан (139 мл)'"", "" ' Сахар (139 г)'"", "" ' Имбирь (33 г)'"", "" ' Чеснок (28 г)'"", "" ' Горчица (28 г)'""]",3.2709536011991265,0.5573612809120948,2.7173744342083945,-0.5631489809809845,-0.9155506506897402,-0.2960441655856218,-0.3321256504607122,-0.4586505272692732
